Series Name,Series Code,Country Name,Country Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Income share held by second 20%,SI.DST.02ND.20,Africa Eastern and Southern,AFE,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Africa Western and Central,AFW,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Arab World,ARB,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Caribbean small states,CSS,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Central Europe and the Baltics,CEB,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Early-demographic dividend,EAR,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,East Asia & Pacific,EAS,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,East Asia & Pacific (excluding high income),EAP,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Euro area,EMU,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Europe & Central Asia,ECS,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Europe & Central Asia (excluding high income),ECA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,European Union,EUU,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Fragile and conflict affected situations,FCS,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Heavily indebted poor countries (HIPC),HPC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,High income,HIC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,IBRD only,IBD,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,IDA & IBRD total,IBT,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,IDA blend,IDB,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,IDA only,IDX,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,IDA total,IDA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Late-demographic dividend,LTE,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Latin America & Caribbean,LCN,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Latin America & Caribbean (excluding high income),LAC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Least developed countries: UN classification,LDC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Low & middle income,LMY,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Low income,LIC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Lower middle income,LMC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Middle East & North Africa,MEA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Middle East & North Africa (excluding high income),MNA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Middle income,MIC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,North America,NAC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Not classified,INX,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,OECD members,OED,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Other small states,OSS,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Pacific island small states,PSS,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Post-demographic dividend,PST,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Pre-demographic dividend,PRE,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Small states,SST,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,South Asia,SAS,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,South Asia (IDA & IBRD),TSA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sub-Saharan Africa,SSF,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Upper middle income,UMC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,World,WLD,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Afghanistan,AFG,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Albania,ALB,17.3,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Algeria,DZA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,American Samoa,ASM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Andorra,AND,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Angola,AGO,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Antigua and Barbuda,ATG,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Argentina,ARG,15,14.9,15.2,..
Income share held by third 20%,SI.DST.03RD.20,Armenia,ARM,17.8,17.3,17.5,..
Income share held by third 20%,SI.DST.03RD.20,Aruba,ABW,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Australia,AUS,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Austria,AUT,17.8,17.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Azerbaijan,AZE,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Bahamas, The",BHS,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Bahrain,BHR,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Bangladesh,BGD,..,..,16,..
Income share held by third 20%,SI.DST.03RD.20,Barbados,BRB,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Belarus,BLR,18,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Belgium,BEL,18.1,17.9,..,..
Income share held by third 20%,SI.DST.03RD.20,Belize,BLZ,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Benin,BEN,..,16.1,..,..
Income share held by third 20%,SI.DST.03RD.20,Bermuda,BMU,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Bhutan,BTN,..,..,17.6,..
Income share held by third 20%,SI.DST.03RD.20,Bolivia,BOL,14.5,15.3,..,..
Income share held by third 20%,SI.DST.03RD.20,Bosnia and Herzegovina,BIH,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Botswana,BWA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Brazil,BRA,12.9,12.1,12.3,..
Income share held by third 20%,SI.DST.03RD.20,British Virgin Islands,VGB,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Brunei Darussalam,BRN,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Bulgaria,BGR,14.9,15.5,..,..
Income share held by third 20%,SI.DST.03RD.20,Burkina Faso,BFA,..,15.1,..,..
Income share held by third 20%,SI.DST.03RD.20,Burundi,BDI,15.3,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Cabo Verde,CPV,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Cambodia,KHM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Cameroon,CMR,..,14.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Canada,CAN,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Cayman Islands,CYM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Central African Republic,CAF,..,14.1,..,..
Income share held by third 20%,SI.DST.03RD.20,Chad,TCD,..,..,15.9,..
Income share held by third 20%,SI.DST.03RD.20,Channel Islands,CHI,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Chile,CHL,13.1,..,14,..
Income share held by third 20%,SI.DST.03RD.20,China,CHN,15.3,15.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Colombia,COL,12,11.3,11.3,..
Income share held by third 20%,SI.DST.03RD.20,Comoros,COM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Congo, Dem. Rep.",COD,13.7,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Congo, Rep.",COG,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Costa Rica,CRI,12.6,12.8,13.1,13.4
Income share held by third 20%,SI.DST.03RD.20,Cote d'Ivoire,CIV,..,15.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Croatia,HRV,17.9,17.9,..,..
Income share held by third 20%,SI.DST.03RD.20,Cuba,CUB,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Curacao,CUW,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Cyprus,CYP,16.5,16.8,..,..
Income share held by third 20%,SI.DST.03RD.20,Czechia,CZE,17.6,17.5,..,..
Income share held by third 20%,SI.DST.03RD.20,Denmark,DNK,17.5,17.3,..,..
Income share held by third 20%,SI.DST.03RD.20,Djibouti,DJI,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Dominica,DMA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Dominican Republic,DOM,14.9,15.2,15.7,..
Income share held by third 20%,SI.DST.03RD.20,Ecuador,ECU,13.6,13.9,14,14.2
Income share held by third 20%,SI.DST.03RD.20,"Egypt, Arab Rep.",EGY,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,El Salvador,SLV,..,15.9,15.9,..
Income share held by third 20%,SI.DST.03RD.20,Equatorial Guinea,GNQ,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Eritrea,ERI,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Estonia,EST,16.8,16.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Eswatini,SWZ,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Ethiopia,ETH,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Faroe Islands,FRO,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Fiji,FJI,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Finland,FIN,17.4,17.3,..,..
Income share held by third 20%,SI.DST.03RD.20,France,FRA,17.5,17.4,..,..
Income share held by third 20%,SI.DST.03RD.20,French Polynesia,PYF,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Gabon,GAB,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Gambia, The",GMB,15.2,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Georgia,GEO,16.7,16.9,17,..
Income share held by third 20%,SI.DST.03RD.20,Germany,DEU,17,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Ghana,GHA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Gibraltar,GIB,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Greece,GRC,17.2,17.2,..,..
Income share held by third 20%,SI.DST.03RD.20,Greenland,GRL,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Grenada,GRD,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Guam,GUM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Guatemala,GTM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Guinea,GIN,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Guinea-Bissau,GNB,..,16.2,..,..
Income share held by third 20%,SI.DST.03RD.20,Guyana,GUY,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Haiti,HTI,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Honduras,HND,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Hong Kong SAR, China",HKG,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Hungary,HUN,17.7,17.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Iceland,ISL,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,India,IND,16.1,16.4,..,..
Income share held by third 20%,SI.DST.03RD.20,Indonesia,IDN,15.6,15.5,15.4,15.2
Income share held by third 20%,SI.DST.03RD.20,"Iran, Islamic Rep.",IRN,15.9,16.1,16.3,..
Income share held by third 20%,SI.DST.03RD.20,Iraq,IRQ,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Ireland,IRL,17.1,17,..,..
Income share held by third 20%,SI.DST.03RD.20,Isle of Man,IMN,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Israel,ISR,16.7,16.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Italy,ITA,16.9,16.9,..,..
Income share held by third 20%,SI.DST.03RD.20,Jamaica,JAM,..,15.2,..,..
Income share held by third 20%,SI.DST.03RD.20,Japan,JPN,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Jordan,JOR,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Kazakhstan,KAZ,16.5,16.3,..,..
Income share held by third 20%,SI.DST.03RD.20,Kenya,KEN,15.4,14.6,..,..
Income share held by third 20%,SI.DST.03RD.20,Kiribati,KIR,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Korea, Dem. People's Rep.",PRK,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Korea, Rep.",KOR,17,16.9,..,..
Income share held by third 20%,SI.DST.03RD.20,Kosovo,XKX,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Kuwait,KWT,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Kyrgyz Republic,KGZ,16.9,16.8,17.4,..
Income share held by third 20%,SI.DST.03RD.20,Lao PDR,LAO,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Latvia,LVA,16.2,16.6,..,..
Income share held by third 20%,SI.DST.03RD.20,Lebanon,LBN,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Lesotho,LSO,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Liberia,LBR,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Libya,LBY,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Liechtenstein,LIE,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Lithuania,LTU,15.7,15.6,..,..
Income share held by third 20%,SI.DST.03RD.20,Luxembourg,LUX,16.8,17.3,..,..
Income share held by third 20%,SI.DST.03RD.20,"Macao SAR, China",MAC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Madagascar,MDG,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Malawi,MWI,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Malaysia,MYS,..,15,..,..
Income share held by third 20%,SI.DST.03RD.20,Maldives,MDV,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Mali,MLI,..,15.4,..,..
Income share held by third 20%,SI.DST.03RD.20,Malta,MLT,17,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Marshall Islands,MHL,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Mauritania,MRT,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Mauritius,MUS,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Mexico,MEX,13.8,..,14.1,..
Income share held by third 20%,SI.DST.03RD.20,"Micronesia, Fed. Sts.",FSM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Moldova,MDA,..,17.6,..,..
Income share held by third 20%,SI.DST.03RD.20,Monaco,MCO,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Mongolia,MNG,..,..,16.8,..
Income share held by third 20%,SI.DST.03RD.20,Montenegro,MNE,16.9,17.2,..,..
Income share held by third 20%,SI.DST.03RD.20,Morocco,MAR,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Mozambique,MOZ,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Myanmar,MMR,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Namibia,NAM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Nauru,NRU,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Nepal,NPL,..,..,17,..
Income share held by third 20%,SI.DST.03RD.20,Netherlands,NLD,18.3,18.3,..,..
Income share held by third 20%,SI.DST.03RD.20,New Caledonia,NCL,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,New Zealand,NZL,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Nicaragua,NIC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Niger,NER,..,15.9,..,..
Income share held by third 20%,SI.DST.03RD.20,Nigeria,NGA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,North Macedonia,MKD,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Northern Mariana Islands,MNP,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Norway,NOR,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Oman,OMN,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Pakistan,PAK,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Palau,PLW,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Panama,PAN,..,12.5,..,13.3
Income share held by third 20%,SI.DST.03RD.20,Papua New Guinea,PNG,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Paraguay,PRY,14.4,14.4,13.9,..
Income share held by third 20%,SI.DST.03RD.20,Peru,PER,14.6,15.2,15.2,..
Income share held by third 20%,SI.DST.03RD.20,Philippines,PHL,..,14.3,..,..
Income share held by third 20%,SI.DST.03RD.20,Poland,POL,17.7,17.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Portugal,PRT,16.4,16.1,..,..
Income share held by third 20%,SI.DST.03RD.20,Puerto Rico,PRI,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Qatar,QAT,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Romania,ROU,17.8,17.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Russian Federation,RUS,16.5,16.2,..,..
Income share held by third 20%,SI.DST.03RD.20,Rwanda,RWA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Samoa,WSM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,San Marino,SMR,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Sao Tome and Principe,STP,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Saudi Arabia,SAU,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Senegal,SEN,..,15.6,..,..
Income share held by third 20%,SI.DST.03RD.20,Serbia,SRB,16.9,17.1,..,..
Income share held by third 20%,SI.DST.03RD.20,Seychelles,SYC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Sierra Leone,SLE,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Singapore,SGP,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Sint Maarten (Dutch part),SXM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Slovak Republic,SVK,19.1,19,..,..
Income share held by third 20%,SI.DST.03RD.20,Slovenia,SVN,18.2,18.1,..,..
Income share held by third 20%,SI.DST.03RD.20,Solomon Islands,SLB,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Somalia,SOM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,South Africa,ZAF,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,South Sudan,SSD,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Spain,ESP,17.2,17.2,..,..
Income share held by third 20%,SI.DST.03RD.20,Sri Lanka,LKA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,St. Kitts and Nevis,KNA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,St. Lucia,LCA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,St. Martin (French part),MAF,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,St. Vincent and the Grenadines,VCT,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Sudan,SDN,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Suriname,SUR,..,..,15.3,..
Income share held by third 20%,SI.DST.03RD.20,Sweden,SWE,17.7,17.6,..,..
Income share held by third 20%,SI.DST.03RD.20,Switzerland,CHE,16.5,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Syrian Arab Republic,SYR,..,..,17.9,..
Income share held by third 20%,SI.DST.03RD.20,Tajikistan,TJK,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Tanzania,TZA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Thailand,THA,15.8,15.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Timor-Leste,TLS,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Togo,TGO,..,15.4,..,..
Income share held by third 20%,SI.DST.03RD.20,Tonga,TON,..,17.6,..,..
Income share held by third 20%,SI.DST.03RD.20,Trinidad and Tobago,TTO,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Tunisia,TUN,..,16.4,..,..
Income share held by third 20%,SI.DST.03RD.20,Turkiye,TUR,14.5,14.2,..,..
Income share held by third 20%,SI.DST.03RD.20,Turkmenistan,TKM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Turks and Caicos Islands,TCA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Tuvalu,TUV,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Uganda,UGA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Ukraine,UKR,17.6,..,..,..
Income share held by third 20%,SI.DST.03RD.20,United Arab Emirates,ARE,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,United Kingdom,GBR,16.9,17.1,..,..
Income share held by third 20%,SI.DST.03RD.20,United States,USA,15.6,15.3,15.3,..
Income share held by third 20%,SI.DST.03RD.20,Uruguay,URY,15.3,15.1,15.2,..
Income share held by third 20%,SI.DST.03RD.20,Uzbekistan,UZB,..,..,17.7,..
Income share held by third 20%,SI.DST.03RD.20,Vanuatu,VUT,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Venezuela, RB",VEN,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Viet Nam,VNM,15.9,..,16.1,..
Income share held by third 20%,SI.DST.03RD.20,Virgin Islands (U.S.),VIR,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,West Bank and Gaza,PSE,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Yemen, Rep.",YEM,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Zambia,ZMB,..,..,11.9,..
Income share held by third 20%,SI.DST.03RD.20,Zimbabwe,ZWE,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Africa Eastern and Southern,AFE,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Africa Western and Central,AFW,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Arab World,ARB,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Caribbean small states,CSS,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Central Europe and the Baltics,CEB,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Early-demographic dividend,EAR,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,East Asia & Pacific,EAS,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,East Asia & Pacific (excluding high income),EAP,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Euro area,EMU,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Europe & Central Asia,ECS,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Europe & Central Asia (excluding high income),ECA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,European Union,EUU,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Fragile and conflict affected situations,FCS,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Heavily indebted poor countries (HIPC),HPC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,High income,HIC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,IBRD only,IBD,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,IDA & IBRD total,IBT,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,IDA blend,IDB,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,IDA only,IDX,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,IDA total,IDA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Late-demographic dividend,LTE,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Latin America & Caribbean,LCN,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Latin America & Caribbean (excluding high income),LAC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Least developed countries: UN classification,LDC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Low & middle income,LMY,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Low income,LIC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Lower middle income,LMC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Middle East & North Africa,MEA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Middle East & North Africa (excluding high income),MNA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Middle income,MIC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,North America,NAC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Not classified,INX,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,OECD members,OED,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Other small states,OSS,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Pacific island small states,PSS,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Post-demographic dividend,PST,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Pre-demographic dividend,PRE,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Small states,SST,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,South Asia,SAS,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,South Asia (IDA & IBRD),TSA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Sub-Saharan Africa,SSF,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Upper middle income,UMC,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,World,WLD,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Afghanistan,AFG,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Albania,ALB,23,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Algeria,DZA,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,American Samoa,ASM,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Andorra,AND,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Angola,AGO,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Antigua and Barbuda,ATG,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Argentina,ARG,23.2,22.5,22.7,..
Income share held by fourth 20%,SI.DST.04TH.20,Armenia,ARM,22.2,21.8,22.4,..
Income share held by fourth 20%,SI.DST.04TH.20,Aruba,ABW,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Australia,AUS,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Austria,AUT,23,22.9,..,..
